gene_name	groupID	featureID	exonBaseMean	dispersion	stat	pvalue	padj	Con1	Con2	log2fold_Con2_Con1	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.SRR5938419_Aligned.sortedByCoord.out	countData.SRR5938420_Aligned.sortedByCoord.out	countData.SRR5938421_Aligned.sortedByCoord.out	countData.SRR5938422_Aligned.sortedByCoord.out	countData.SRR5938423_Aligned.sortedByCoord.out	countData.SRR5938424_Aligned.sortedByCoord.out	countData.SRR5938425_Aligned.sortedByCoord.out	countData.SRR5938426_Aligned.sortedByCoord.out	countData.SRR5938427_Aligned.sortedByCoord.out	countData.SRR5938428_Aligned.sortedByCoord.out	countData.SRR5938429_Aligned.sortedByCoord.out	countData.SRR5938430_Aligned.sortedByCoord.out	countData.SRR5938456_Aligned.sortedByCoord.out	countData.SRR5938457_Aligned.sortedByCoord.out	countData.SRR5938458_Aligned.sortedByCoord.out	countData.SRR5938459_Aligned.sortedByCoord.out	countData.SRR5938460_Aligned.sortedByCoord.out	countData.SRR5938461_Aligned.sortedByCoord.out	countData.SRR5938462_Aligned.sortedByCoord.out	countData.SRR5938463_Aligned.sortedByCoord.out	countData.SRR5938464_Aligned.sortedByCoord.out	countData.SRR5938465_Aligned.sortedByCoord.out	countData.SRR5938466_Aligned.sortedByCoord.out	countData.SRR5938467_Aligned.sortedByCoord.out
TRPS1	ENSG00000104447	E005	72.4899352069651	0.00599094744886305	14.3611375509569	0.00015088449920911	0.0186564977653982	1.90663943623975	1.8289452011609	-0.261647034126687	8	115414429	115415084	656	-	60	114	58	36	139	154	106	79	59	104	54	66	81	75	75	41	67	112	85	85	56	70	37	77
TRPS1	ENSG00000104447	E008	11.427016301181	0.0150137880200039	16.3622514093	5.23168739613667e-05	0.0103724506635929	0.944822855322613	1.19641694572613	0.914830481529008	8	115515190	115515283	94	-	7	11	1	6	16	11	11	11	7	5	5	9	10	14	26	11	19	32	8	8	16	12	17	17
LEPROTL1	ENSG00000104660	E014	55.3327928341217	0.0101255961682956	12.6973349161339	0.000366177084136362	0.0293216231769088	1.78292442331214	1.70889869334691	-0.250408882720154	8	30105746	30106028	283	+	41	53	44	48	74	132	86	58	70	104	35	47	73	56	54	36	42	59	52	59	57	43	29	67
DCTN6	ENSG00000104671	E012	161.401516071034	0.0107180599611093	13.2585297287347	0.000271342382265414	0.0248562384084726	2.22945929285564	2.18426684718427	-0.151064693274231	8	30183075	30183461	387	+	141	151	143	123	213	292	244	158	177	250	126	170	210	155	185	139	95	252	155	172	124	179	64	189
HNRNPL	ENSG00000104824	E004	113.382470514545	0.0370984626597226	17.3105688833828	3.17416516526282e-05	0.00829771144250399	1.95841057503597	2.14427225385749	0.622997586588885	19	38836398	38836634	237	-	83	100	43	88	162	91	129	60	119	144	53	100	151	150	217	127	83	265	130	103	90	173	114	111
FCGRT	ENSG00000104870	E045	22.6437520570872	0.0267755052246143	11.392353382604	0.000737470426368537	0.0411294070188671	1.4256135536374	1.30486066740557	-0.419278794667453	19	49526010	49526297	288	+	15	36	32	15	42	47	32	26	18	26	24	17	28	12	31	11	12	13	22	43	20	21	16	18
ARHGEF18	ENSG00000104880	E037	8.21426335485119	0.0162901293226812	11.7748900139276	0.00060035059723992	0.0370778820770314	1.02859471698936	0.841173376513104	-0.70535240454323	19	7468825	7469131	307	+	9	16	20	6	15	20	9	11	3	15	6	10	14	7	5	5	10	6	4	7	2	4	1	3
URI1	ENSG00000105176	E030	85.2083693928019	0.0153069259355708	12.4385780069351	0.000420555858688214	0.0313870875164958	1.98699997270734	1.87711490361065	-0.369361208132675	19	30009080	30009353	274	+	65	127	65	60	134	121	116	98	103	92	74	93	108	89	132	61	40	96	100	124	65	83	44	81
PLD3	ENSG00000105223	E073	14.4360044217394	0.0425064991992105	10.8230290704601	0.00100245349465365	0.0480968227855178	1.07275048993562	1.2879316827214	0.76597772735535	19	40374815	40375283	469	+	5	4	23	7	13	15	13	14	10	16	10	17	22	23	50	14	12	19	12	21	12	19	10	9
HNRNPUL1	ENSG00000105323	E061	65.771965214489	0.0211109232408595	12.4731454733337	0.000412844319084617	0.0310996959100487	1.76282702077658	1.88571241050956	0.414449380633132	19	41307088	41307598	511	+	45	82	48	40	85	96	104	72	61	81	46	53	76	73	93	54	56	130	72	89	62	53	36	85
MRPL4	ENSG00000105364	E020	10.6800830641546	0.0130443843652378	19.6858484929862	9.12747982978354e-06	0.0043298092854982	0.972013165759342	1.15575063582924	0.668590148935792	19	10254641	10255717	1077	+	6	8	13	4	15	13	11	7	8	17	7	14	11	12	12	13	11	21	14	19	9	9	6	13
MRPL4	ENSG00000105364	E029	8.31259613145281	0.0204172912336904	12.9018765664765	0.000328252856917761	0.0278223723541158	1.03434225686105	0.847894106255114	-0.700350839106741	19	10258686	10259042	357	+	4	7	13	6	12	13	15	12	15	25	3	19	7	10	0	3	8	5	9	10	6	5	0	5
MEIS3	ENSG00000105419	E030	21.2790605565884	0.0211954058148322	20.2243887289144	6.8869299966632e-06	0.00378376494042661	1.42809884893429	1.24185741827098	-0.64894101325517	19	47417178	47417350	173	-	13	8	43	13	30	41	50	24	24	36	19	24	10	12	20	14	22	20	41	25	12	16	4	19
PTPRS	ENSG00000105426	E042	234.957269985901	0.0205265567253614	11.7099359502162	0.000621672594772281	0.0376902575755769	2.39106212484339	2.34211855078935	-0.16328945812425	19	5243901	5244482	582	-	131	269	502	125	326	445	357	218	240	279	212	267	245	145	339	142	186	166	268	575	161	185	94	126
MEGF8	ENSG00000105429	E039	17.903317551675	0.0250799168564212	12.9781806506694	0.000315142044500706	0.027152645287714	1.34467566419837	1.16157834867407	-0.644519093602831	19	42363048	42363262	215	+	6	15	36	18	32	52	27	33	20	32	13	13	29	13	8	9	15	9	19	22	8	13	8	6
KCNN1	ENSG00000105642	E015	45.0472650318181	0.0234501328516374	11.3658408599727	0.000748072028073771	0.0413335297966261	1.6985405713904	1.60665714011027	-0.31219109777596	19	17973808	17974290	483	+	18	24	116	33	55	80	85	49	46	59	41	56	48	27	85	21	39	30	41	79	28	30	13	39
SCN1B	ENSG00000105711	E008	55.3758518853328	0.0286244843399193	11.598472901839	0.000660059970161176	0.0388121251082202	1.79555911919174	1.68626883230047	-0.36978774956337	19	35033499	35033711	213	+	42	41	32	69	100	235	124	81	47	147	17	29	131	50	64	11	54	38	54	18	18	30	12	61
ERF	ENSG00000105722	E002	44.0067357379308	0.0410884891061606	14.2862058863344	0.000157011272230075	0.018873570060922	1.5581678454399	1.73981048494886	0.617362914933398	19	42248157	42248589	433	-	18	39	43	17	87	48	71	21	36	45	33	47	49	27	48	32	65	69	81	48	28	41	71	51
ERF	ENSG00000105722	E003	86.8090372657187	0.0210816345034076	12.191551573667	0.000480064373027933	0.0330157991651162	1.97392394823637	1.88983792056201	-0.282639399510479	19	42248620	42249527	908	-	54	125	167	55	194	120	117	61	87	118	87	119	79	51	134	46	61	88	81	144	58	62	44	54
GSK3A	ENSG00000105723	E036	28.0144014615784	0.00787545986952778	14.9605939732964	0.00010977994635296	0.0156287497093358	1.39893769600112	1.52413599568739	0.430841139559519	19	42240143	42241893	1751	-	15	28	32	18	37	49	34	20	23	29	16	29	33	35	54	20	35	50	23	39	26	38	20	20
CADM4	ENSG00000105767	E001	697.26737529232	0.0316877637820554	11.8116061091286	0.000588626326947604	0.0366740831161375	2.79655555383674	2.89121200198226	0.314893918418557	19	43622368	43623439	1072	-	663	1057	422	370	1200	813	987	529	595	937	507	747	688	739	1296	521	634	1188	690	765	610	876	478	603
CADM4	ENSG00000105767	E009	13.8449485218168	0.0705224600282533	15.7662037686796	7.16714188477324e-05	0.012423812472846	1.24975083699038	1.02843533233495	-0.793525106735729	19	43627166	43627318	153	-	12	14	22	10	37	31	28	24	8	19	20	12	8	4	5	5	9	15	10	24	6	16	3	8
CADM4	ENSG00000105767	E010	7.5564735211782	0.016928686509342	21.7301393867651	3.13821916737307e-06	0.00267769234978366	1.02090595809115	0.805683661611195	-0.815881992654794	19	43627644	43627790	147	-	8	13	14	6	22	14	17	9	6	17	5	5	6	2	14	2	1	10	3	7	3	9	2	4
PMPCB	ENSG00000105819	E026	10.2328415995528	0.0588204496448029	14.4831902460796	0.000141415876014928	0.0181187460855701	1.16357876890344	0.886416589064064	-1.01889596666646	7	103308952	103309095	144	+	12	15	18	10	16	20	21	18	9	10	11	3	6	3	8	5	5	17	8	10	3	11	4	11
ITGB8	ENSG00000105855	E010	36.1314718821279	0.00582462495717491	12.2339110553124	0.000469287245995123	0.0326907647020356	1.60213658399383	1.54760616259994	-0.186102719817439	7	20379051	20379297	247	+	26	60	31	20	84	63	47	38	22	40	24	36	36	44	47	25	38	89	25	26	26	34	16	49
PTN	ENSG00000105894	E006	49.982181145434	0.0411189813251367	11.9754856378308	0.000539050163005323	0.0350404225612404	1.76497210250765	1.63323261231679	-0.446593950714535	7	137251230	137251391	162	-	40	34	57	28	76	83	77	56	32	41	90	50	51	29	66	43	16	36	56	139	29	47	19	49
PTN	ENSG00000105894	E008	8.11039064094618	0.020516991619895	10.7683201568192	0.00103252178286511	0.048813132375547	1.02294341595535	0.884386132097858	-0.518243172188948	7	137254859	137254974	116	-	9	10	6	3	11	11	12	12	12	16	11	3	4	3	19	7	3	7	6	22	5	5	4	6
LMBR1	ENSG00000105983	E011	50.5874219561107	0.0120127901162552	12.1298124791984	0.000496221094348287	0.0336275376592289	1.64934055433605	1.76096805722944	0.378298920586084	7	156679307	156680442	1136	-	44	54	22	28	76	44	59	36	63	49	19	42	73	58	92	74	36	84	51	61	64	66	28	71
STX1A	ENSG00000106089	E005	22.191577336908	0.0379376325184183	11.1824041277193	0.000825767053139725	0.0435480167297319	1.4432758924159	1.26099933221258	-0.633913218093319	7	73700316	73700484	169	-	10	7	37	22	27	55	53	22	28	44	26	23	24	14	48	8	13	20	21	30	11	21	2	8
GARS1	ENSG00000106105	E037	34.2394066557405	0.00374306034977357	11.5928407799046	0.000662061996185919	0.0388550880392854	1.4924629646038	1.60122311401918	0.371880095851967	7	30606398	30608407	2010	+	16	36	12	15	51	50	30	37	30	40	12	39	61	38	77	33	34	43	44	44	41	43	26	46
PTPRZ1	ENSG00000106278	E030	37.153598265479	0.0157490920777393	11.2428777068499	0.000799291342092452	0.0428016992583274	1.51240633946013	1.64346561525574	0.447236397476646	7	122019124	122019268	145	+	35	66	13	12	60	55	36	20	30	30	26	28	37	60	51	56	27	56	35	81	41	57	19	28
PHF14	ENSG00000106443	E004	56.6203252924581	0.014363637126957	13.296163811971	0.000265949710077174	0.024491046880838	1.82019461322019	1.6881566774462	-0.446516273581789	7	10973907	10974324	418	+	43	46	63	47	66	83	81	61	59	79	38	56	76	44	100	64	30	74	57	59	53	66	32	46
PHF14	ENSG00000106443	E016	62.0424077324362	0.0317241590537706	11.8287851038458	0.000583220349788968	0.0365245535049802	1.87877636959418	1.71467296973529	-0.554041589945172	7	11036418	11036688	271	+	42	65	90	39	66	84	96	52	83	91	52	60	71	49	157	56	32	61	71	85	52	49	32	45
MEST	ENSG00000106484	E017	11.7479500433956	0.0364507722593729	11.4414278026654	0.000718245792213863	0.040610711202056	1.19886849652816	0.978753527489919	-0.79698885270636	7	130495368	130495522	155	+	4	5	40	7	26	33	19	12	14	10	11	12	14	8	11	3	8	12	9	22	8	8	1	5
ANKMY2	ENSG00000106524	E009	15.7402041918158	0.0303020563842101	10.7622350463188	0.00103592207156295	0.0489025620248597	1.29599770314541	1.13120010240516	-0.583361300400602	7	16615744	16615904	161	-	9	10	32	9	24	49	34	20	20	23	8	16	17	18	18	12	11	11	14	17	7	9	9	12
TMEM176B	ENSG00000106565	E004	10.1516515801387	0.0433044605755802	11.2386387017382	0.000801118923244571	0.042828812979572	0.946510450402763	1.1266788425675	0.659667453810462	7	150791302	150791623	322	-	10	12	3	2	17	13	8	12	7	5	2	8	7	18	13	6	14	12	15	3	8	6	14	46
RHEB	ENSG00000106615	E003	17.2209583367321	0.0499444421759016	12.7764086218264	0.000351018192193508	0.028757468507203	1.35349475085612	1.13404837665846	-0.773647848704575	7	151466953	151467100	148	-	12	9	26	11	34	55	29	36	16	27	18	11	25	11	15	3	8	21	19	18	9	9	9	14
AEBP1	ENSG00000106624	E004	17.7744173290599	0.0308764732753669	11.4107318107658	0.000730210621668448	0.04092798969151	1.35380140350582	1.16704142139755	-0.656771721112215	7	44106546	44106887	342	+	15	42	37	7	30	68	32	22	15	29	9	2	3	7	13	3	17	10	20	29	4	18	18	21
AEBP1	ENSG00000106624	E039	87.9638232258527	0.00821690051867318	16.0289228711607	6.23821912811242e-05	0.011446072779857	1.9222210247977	1.97965121880962	0.19294075455821	7	44113594	44114559	966	+	73	244	73	42	118	242	100	87	40	94	42	22	37	68	39	23	177	58	126	153	37	85	122	185
CLIP2	ENSG00000106665	E006	36.9017306131264	0.016408116485489	17.7388156790565	2.53402883078656e-05	0.00735274620646964	1.63788369753578	1.46559519569926	-0.58897828772417	7	74356410	74356623	214	+	31	55	80	28	64	98	46	49	39	35	41	30	37	29	30	11	36	36	29	43	12	24	20	23
EIF4H	ENSG00000106682	E010	109.543970361414	0.0325162470395686	14.9055772963619	0.000113028327712378	0.0158335455250602	2.11519710747465	1.9439921634858	-0.57412905744658	7	74187611	74187798	188	+	77	130	176	80	194	291	211	137	123	180	83	80	142	90	110	70	46	117	91	116	63	111	31	95
LHX2	ENSG00000106689	E011	25.660869364902	0.00921897117126848	10.8185300894455	0.00100489238700183	0.0481388005253105	1.46231761278444	1.38504650785407	-0.266759663043189	9	124032420	124032884	465	+	8	15	41	18	41	72	31	30	22	38	23	23	30	20	34	26	11	29	32	41	19	18	12	28
FKTN	ENSG00000106692	E031	44.8037773228985	0.0135833820639154	14.9330965557089	0.000111391574781943	0.0157081254398431	1.5820810945518	1.72496177823422	0.485470837272172	9	105599931	105600917	987	+	22	56	9	20	56	39	58	23	32	52	20	48	64	63	132	45	32	82	40	68	49	62	33	81
CNTNAP3	ENSG00000106714	E045	8.42488837582549	0.147892637154123	12.4975753370571	0.000407480523867835	0.030946574656907	1.10473591277084	0.814368101222928	-1.08665657807962	9	39238993	39239174	182	-	5	17	21	5	7	14	11	13	17	7	7	7	7	5	0	4	3	3	3	36	6	8	1	4
PRUNE2	ENSG00000106772	E021	7.72825077824489	0.0330665169450063	11.8492341654269	0.000576850638682982	0.0364026068847276	0.837696741355019	1.05190901000067	0.80407283057524	9	76644913	76645138	226	-	4	14	2	3	16	12	4	8	5	12	3	2	7	10	10	6	16	22	2	3	8	10	7	18
PRUNE2	ENSG00000106772	E022	32.2685437812105	0.0183058476961391	12.4479056338603	0.000418460785025749	0.03127873751008	1.45981643770459	1.59696699864244	0.469575291769516	9	76651968	76652482	515	-	20	54	10	16	61	61	55	33	20	30	15	30	37	31	72	11	66	46	30	15	29	37	32	43
MEGF9	ENSG00000106780	E006	45.2732757578829	0.0553251945543918	10.858820655488	0.000983262922676131	0.047547680844636	1.74107263746887	1.54392110984571	-0.670329159114186	9	120713758	120714470	713	-	19	81	104	32	70	62	72	37	41	52	68	62	50	33	56	29	40	39	28	55	20	31	17	22
DNM1	ENSG00000106976	E066	114.678387163931	0.0171608565658139	10.9603299483252	0.000930832410109042	0.0462942467560116	2.12054573821688	1.99437591543058	-0.422844770885728	9	128250115	128250330	216	+	57	61	183	80	244	411	184	136	133	171	90	73	175	109	96	48	121	100	122	180	61	98	25	82
RIC1	ENSG00000107036	E036	36.9680841609969	0.0118361394349491	13.8812146263073	0.000194735176002142	0.0210870404471337	1.63530512014987	1.50847325166012	-0.43297294332679	9	5773958	5774298	341	+	34	64	47	20	63	58	44	39	40	37	25	44	42	21	51	24	41	36	33	51	34	30	27	31
KDM4C	ENSG00000107077	E027	49.4174372830699	0.00569124284734151	25.8518507875619	3.68651048387975e-07	0.000814769087534933	1.76100938993219	1.61771137392772	-0.486010427753413	9	6986344	6986666	323	+	40	92	54	36	81	68	80	56	53	56	37	53	52	47	33	44	39	49	44	54	30	54	33	54
NCS1	ENSG00000107130	E011	455.904671415431	0.00965172075917848	13.9441140363346	0.00018832639312209	0.0207641592126426	2.6851599273584	2.62550523902706	-0.198608134196137	9	130232990	130233375	386	+	344	221	481	317	573	1251	880	496	555	871	301	376	554	413	495	296	503	311	646	518	355	339	255	413
NCS1	ENSG00000107130	E012	6920.12072455305	0.00892967148137338	13.8644034175193	0.000196484966619119	0.0211188256987791	3.81806885129172	3.86187729292561	0.145549541594839	9	130233376	130237303	3928	+	4975	4070	5423	5325	8303	12804	11783	5728	8645	12084	3545	6583	8897	7224	8320	4579	7808	5783	10944	8841	5711	7166	5026	7578
MPDZ	ENSG00000107186	E068	26.7559970117691	0.0245397123946397	12.5980511788692	0.000386149166772671	0.0299777515078521	1.52652683490936	1.36210045786225	-0.566716538661219	9	13205920	13206099	180	-	12	44	21	17	61	69	51	34	28	37	18	28	52	20	14	13	27	35	20	29	17	21	10	33
NPDC1	ENSG00000107281	E010	10.1723850879494	0.0471803529703142	12.3808795693589	0.000433752772715542	0.0318233495285168	1.13613709021374	0.912601968396993	-0.82125450536778	9	137040814	137040984	171	-	7	5	20	5	18	35	11	16	11	17	11	18	11	4	2	3	9	8	14	17	1	8	3	7
PTGDS	ENSG00000107317	E015	112.372833938128	0.0342094762119098	11.9293195568834	0.000552573556305603	0.0355629173107179	2.11660257656005	1.97796811849463	-0.464719529516511	9	136979916	136979945	30	+	71	445	12	83	157	198	147	151	67	131	112	110	89	64	114	16	167	103	101	103	32	100	135	178
PTGDS	ENSG00000107317	E016	74.1478090101625	0.0134025275845285	15.9228522950592	6.59772869515259e-05	0.0117941677332502	1.9194726641789	1.82965649972452	-0.302406939383283	9	136980063	136980182	120	+	53	204	36	49	134	138	96	87	37	92	62	75	66	48	38	19	87	81	90	159	30	75	63	104
ABHD17B	ENSG00000107362	E002	496.277718249477	0.0125880255215328	11.7288043894373	0.000615401159712667	0.0374970558755752	2.66483945818149	2.72781424052331	0.209619868906584	9	71865152	71866798	1647	-	555	804	179	282	797	493	645	349	439	622	272	561	509	543	973	364	429	1274	328	335	498	703	319	511
ATRNL1	ENSG00000107518	E012	105.193874220264	0.0494327879859985	14.6636305233676	0.000128501998221964	0.0171013650114774	2.11172907847883	1.90827805992197	-0.682582433378411	10	115160040	115160169	130	+	109	74	113	104	194	326	203	174	131	221	43	49	194	121	130	73	36	135	77	59	43	68	15	76
ATRNL1	ENSG00000107518	E015	638.256468547897	0.0209840617525866	11.8219067243537	0.000585378831077833	0.0365611752132273	2.85119856110436	2.74830097611148	-0.342362574159807	10	115171037	115171252	216	+	696	612	356	636	980	1589	1088	791	857	1322	209	432	1118	824	705	445	356	843	622	399	370	602	120	722
ATRNL1	ENSG00000107518	E026	96.1057780078964	0.0276380342018948	11.6297226475488	0.00064906232245773	0.0385340138032506	2.05435017074528	1.90730025139983	-0.493674054334116	10	115281355	115281487	133	+	78	75	78	75	194	304	161	170	107	189	43	70	177	105	104	50	71	92	88	84	45	78	17	105
ATRNL1	ENSG00000107518	E035	15.9583182761892	0.0287841379030889	17.4847004063195	2.89629092405306e-05	0.00792459185560848	1.0968445809047	1.34747990794855	0.886586603735395	10	115426250	115426302	53	+	13	17	1	7	15	21	18	10	20	20	5	7	27	33	46	26	17	14	22	12	18	24	4	23
ATRNL1	ENSG00000107518	E050	1140.97387110506	0.00799334163082856	11.4489596515259	0.000715340377338929	0.0406094514504971	3.02669244220559	3.08871807454635	0.206225410837446	10	115946743	115948999	2257	+	964	814	497	801	1428	2024	1907	1027	1262	2018	438	1105	1576	1485	1750	1118	1008	1363	1400	719	1156	1407	623	1561
RAB11FIP2	ENSG00000107560	E012	123.098947159889	0.0120366753186599	20.1760530991471	7.06316364951247e-06	0.0038348447268047	2.1576269037428	2.02326768140258	-0.450000481094276	10	118045811	118046592	782	-	100	128	135	89	178	240	196	121	135	169	84	121	145	132	157	127	96	146	123	146	91	103	45	140
MAPK8	ENSG00000107643	E010	12.6726217043488	0.0238159175507676	11.7743808836281	0.000600514820880287	0.0370778820770314	1.00722549660969	1.22172662898441	0.772624726362154	10	48364612	48364656	45	+	7	17	5	9	12	13	11	7	6	8	7	9	20	19	35	18	7	19	19	6	19	22	6	24
ATE1	ENSG00000107669	E028	19.2464746103426	0.00866794438498827	22.4199036086557	2.19091757203822e-06	0.00214641809609607	1.38997708948622	1.18491438583378	-0.718661822191598	10	121841082	121841259	178	-	20	21	16	20	36	31	32	24	28	32	10	19	16	22	10	9	22	19	17	13	15	15	12	22
PALD1	ENSG00000107719	E031	123.904998795596	0.0130492800669695	13.7603414630133	0.000207674350898135	0.0214540728255868	2.04955227795051	2.13079263048922	0.272088628552998	10	70566581	70568374	1794	+	69	86	116	74	218	136	139	83	127	123	126	125	94	120	179	83	98	171	175	217	102	149	145	146
SPOCK2	ENSG00000107742	E008	81.1500257710651	0.0320153923484397	12.8534571339925	0.000336856329647807	0.0281588203474355	1.96148363128156	1.84955547306759	-0.376510712862779	10	72066902	72067120	219	-	55	67	108	79	120	234	110	108	91	140	66	49	108	66	105	39	84	59	96	104	35	63	35	69
SPOCK2	ENSG00000107742	E021	49.6636486611246	0.022314328192188	11.3168993251131	0.000768048586278807	0.0419604791130724	1.74289681558425	1.64976336115618	-0.315748801055917	10	72088357	72088521	165	-	35	35	54	62	79	132	67	67	70	77	28	30	79	48	57	24	35	50	47	50	29	52	22	43
MICU1	ENSG00000107745	E016	19.4214581645129	0.00808244366797519	14.8774484985637	0.000114726356290887	0.0159381132055194	1.22263076927467	1.3708262917008	0.518625116947397	10	72508270	72508625	356	-	10	21	11	15	14	25	23	15	21	20	6	13	26	30	41	31	14	31	21	22	27	24	12	22
GBF1	ENSG00000107862	E047	13.4450061927662	0.0211916223612561	16.9295453897832	3.87930626053946e-05	0.0091041953889384	1.261467210031	1.03557226776272	-0.808597347793778	10	102360190	102360395	206	+	11	27	10	8	31	26	21	13	22	31	11	9	13	10	17	8	16	6	11	8	8	7	9	16
SMC3	ENSG00000108055	E024	21.5329176359475	0.0248471950139138	14.3685313010735	0.000150293154595397	0.0186564977653982	1.44651986582738	1.2511613175919	-0.679690611471224	10	110584183	110584396	214	+	18	52	32	10	48	41	33	29	24	27	13	10	19	24	27	19	19	27	16	26	9	21	7	12
SMC3	ENSG00000108055	E031	20.0792597536263	0.0256399510756942	10.9710101176256	0.000925482995660398	0.0461610094149639	1.23101086774101	1.40181884958415	0.596398789674525	10	110591133	110592199	1067	+	9	37	10	11	29	20	21	15	14	9	9	15	21	24	71	18	24	31	23	22	28	23	17	25
ZMIZ1	ENSG00000108175	E023	8.48975629964346	0.0146806792950097	17.3306310883788	3.14083105909295e-05	0.00827857293515297	1.05505624451141	0.845879062789733	-0.783789863661807	10	79300732	79300942	211	+	3	18	20	4	25	24	13	8	8	13	8	11	9	3	1	2	10	6	5	17	3	3	5	3
PPIF	ENSG00000108179	E012	72.875254019811	0.0107137417477547	12.0756369101109	0.000510850087576686	0.0342607776665396	1.89838681907647	1.82954867765637	-0.231850085055411	10	79353707	79354086	380	+	51	101	80	47	149	138	128	69	68	111	52	73	83	57	62	36	92	86	80	65	38	66	56	89
NUFIP2	ENSG00000108256	E001	3046.90017388718	0.0115366634745709	12.2211591817928	0.000472505645546178	0.0327740970091181	3.45050676779362	3.51569264489043	0.216614080974228	17	29255839	29264398	8560	-	2390	3402	2118	1804	4176	4396	3620	2363	2993	3757	1643	2976	3226	3615	6115	2990	3005	4388	3128	3208	2929	3797	2102	4140
